scientific_name,msy_multiple_fishing,fishing_mort_bau,fishing_mort_rb,percent_mort_diff,mort_scenario,simulation_avm,simulation_prm,n_div_k,pred_avm_25,pred_avm_mean,pred_avm_75,pred_prm_25,pred_prm_mean,pred_prm_75
Atelomycterus baliensis,1.5,0.10017915859559236,0.013297844123953127,86.72593749999993,Full Retention,1,1,0.2502074157351983,0.01151205673758865,0.091875,0.39638068181818176,0.04025641025641025,0.045,0.429925
Atelomycterus baliensis,1.5,0.10017915859559236,0.013297844123953127,86.72593749999993,Low Mortality,0.01151205673758865,0.04025641025641025,0.961521225313742,0.01151205673758865,0.091875,0.39638068181818176,0.04025641025641025,0.045,0.429925
Atelomycterus baliensis,1.5,0.10017915859559236,0.013297844123953127,86.72593749999993,Median Mortality,0.091875,0.045,0.9004445312507436,0.01151205673758865,0.091875,0.39638068181818176,0.04025641025641025,0.045,0.429925
Atelomycterus baliensis,1.5,0.10017915859559236,0.013297844123953127,86.72593749999993,High Mortality,0.39638068181818176,0.429925,0.5080814126868193,0.01151205673758865,0.091875,0.39638068181818176,0.04025641025641025,0.045,0.429925
Carcharhinus acronotus,1.5,0.1494957176608832,0.09285461834067092,37.8881082391251,Full Retention,1,1,0.2500066463623053,0.06042702702702703,0.429925,0.5516212982351182,0.11501923076923076,0.33538379618251823,0.429925
Carcharhinus acronotus,1.5,0.1494957176608832,0.09285461834067092,37.8881082391251,Low Mortality,0.06042702702702703,0.11501923076923076,0.873628009277547,0.06042702702702703,0.429925,0.5516212982351182,0.11501923076923076,0.33538379618251823,0.429925
Carcharhinus acronotus,1.5,0.1494957176608832,0.09285461834067092,37.8881082391251,Median Mortality,0.429925,0.33538379618251823,0.5341608118363923,0.06042702702702703,0.429925,0.5516212982351182,0.11501923076923076,0.33538379618251823,0.429925
Carcharhinus acronotus,1.5,0.1494957176608832,0.09285461834067092,37.8881082391251,High Mortality,0.5516212982351182,0.429925,0.44170711876930935,0.06042702702702703,0.429925,0.5516212982351182,0.11501923076923076,0.33538379618251823,0.429925
Carcharhinus albimarginatus,1.5,0.06151584463607947,0.022721479704756575,63.064020596361495,Full Retention,1,1,0.25298479004104696,0.045,0.17903225806451611,0.526,0.11501923076923076,0.23183314794215792,0.429925
Carcharhinus albimarginatus,1.5,0.06151584463607947,0.022721479704756575,63.064020596361495,Low Mortality,0.045,0.11501923076923076,0.8838675078035177,0.045,0.17903225806451611,0.526,0.11501923076923076,0.23183314794215792,0.429925
Carcharhinus albimarginatus,1.5,0.06151584463607947,0.022721479704756575,63.064020596361495,Median Mortality,0.17903225806451611,0.23183314794215792,0.7229811766218625,0.045,0.17903225806451611,0.526,0.11501923076923076,0.23183314794215792,0.429925
Carcharhinus albimarginatus,1.5,0.06151584463607947,0.022721479704756575,63.064020596361495,High Mortality,0.526,0.429925,0.4527907551496596,0.045,0.17903225806451611,0.526,0.11501923076923076,0.23183314794215792,0.429925
Carcharhinus altimus,1.5,0.0504803371039731,0.022259396483947713,55.90481807183541,Full Retention,1,1,0.2564144300344364,0.23945828698553948,0.15884057971014495,0.5516212982351182,0.08661956521739131,0.33538379618251823,0.2639628482972136
Carcharhinus altimus,1.5,0.0504803371039731,0.022259396483947713,55.90481807183541,Low Mortality,0.15884057971014495,0.08661956521739131,0.8262255293339734,0.23945828698553948,0.15884057971014495,0.5516212982351182,0.08661956521739131,0.33538379618251823,0.2639628482972136
Carcharhinus altimus,1.5,0.0504803371039731,0.022259396483947713,55.90481807183541,Median Mortality,0.15884057971014495,0.33538379618251823,0.6693086861758145,0.23945828698553948,0.15884057971014495,0.5516212982351182,0.08661956521739131,0.33538379618251823,0.2639628482972136
Carcharhinus altimus,1.5,0.0504803371039731,0.022259396483947713,55.90481807183541,High Mortality,0.5516212982351182,0.33538379618251823,0.47388628360705537,0.23945828698553948,0.15884057971014495,0.5516212982351182,0.08661956521739131,0.33538379618251823,0.2639628482972136
Carcharhinus amblyrhynchoides,1.5,0.0811285324105828,0.030899380681805866,61.91305356612712,Full Retention,1,1,0.250772680009436,0.0547513572204126,0.157,0.5516212982351182,0.08661956521739131,0.2655628283970689,0.429925
Carcharhinus amblyrhynchoides,1.5,0.0811285324105828,0.030899380681805866,61.91305356612712,Low Mortality,0.0547513572204126,0.08661956521739131,0.8975287123753272,0.0547513572204126,0.157,0.5516212982351182,0.08661956521739131,0.2655628283970689,0.429925
Carcharhinus amblyrhynchoides,1.5,0.0811285324105828,0.030899380681805866,61.91305356612712,Median Mortality,0.157,0.2655628283970689,0.7143479239829472,0.0547513572204126,0.157,0.5516212982351182,0.08661956521739131,0.2655628283970689,0.429925
Carcharhinus amblyrhynchoides,1.5,0.0811285324105828,0.030899380681805866,61.91305356612712,High Mortality,0.5516212982351182,0.429925,0.4417210048357793,0.0547513572204126,0.157,0.5516212982351182,0.08661956521739131,0.2655628283970689,0.429925
Carcharhinus amblyrhynchos,1.5,0.05599985774999999,0.02717713259812399,51.46928279809069,Full Retention,1,1,0.2543710270478311,0.23183314794215792,0.17903225806451611,0.6510726465364122,0.091875,0.3730657105144148,0.45
Carcharhinus amblyrhynchos,1.5,0.05599985774999999,0.02717713259812399,51.46928279809069,Low Mortality,0.17903225806451611,0.091875,0.8091566244327234,0.23183314794215792,0.17903225806451611,0.6510726465364122,0.091875,0.3730657105144148,0.45
Carcharhinus amblyrhynchos,1.5,0.05599985774999999,0.02717713259812399,51.46928279809069,Median Mortality,0.17903225806451611,0.3730657105144148,0.6360337395662977,0.23183314794215792,0.17903225806451611,0.6510726465364122,0.091875,0.3730657105144148,0.45
Carcharhinus amblyrhynchos,1.5,0.05599985774999999,0.02717713259812399,51.46928279809069,High Mortality,0.6510726465364122,0.45,0.3945435568173229,0.23183314794215792,0.17903225806451611,0.6510726465364122,0.091875,0.3730657105144148,0.45
