family,hook,leader,location,flagstate,source,group,sample_size,estimate,scientific_name,gear_class,habitat_associated,max_size_cm,median_depth,reproductive_mode,ventilation_method,estimate_type,redlist_category,genus,ac,superorder,order,parity_mode,trophic_mode,vertebrate_reproductive_category,reference
Alopiidae,,,,,this study,Sharks,248,0.496,Alopias superciliosus,longline,pelagic,484,361.5,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,11.023,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,81,0.284,Carcharhinus longimanus,longline,pelagic,350,541,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,9.5821,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Sphyrnidae,,,,,this study,Sharks,54,0.629,Sphyrna zygaena,longline,pelagic,400,100,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,10.906,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Alopiidae,,,,,this study,Sharks,367,0.517,Alopias superciliosus,longline,pelagic,484,361.5,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,11.023,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Lamnidae,,,,,this study,Sharks,2126,0.286,Isurus oxyrinchus,longline,pelagic,445,375,matrotrophic viviparity,ram,at-vessel mortality,,Isurus,13.922,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Lamnidae,,,,,this study,Sharks,139,0.511,Isurus paucus,longline,pelagic,427,876,matrotrophic viviparity,ram,at-vessel mortality,,Isurus,10.319,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Lamnidae,,,,,this study,Sharks,255,0.214,Lamna nasus,longline,pelagic,365,904.5,matrotrophic viviparity,ram,at-vessel mortality,,Lamna,6.2338,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,1090,0.422,Carcharhinus falciformis,longline,reef-associated,350,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.089,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,213,0.257,Carcharhinus longimanus,longline,pelagic,350,541,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,9.5821,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,274,0.279,Carcharhinus obscurus,longline,reef-associated,420,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.0963,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,189,0.267,Carcharhinus plumbeus,longline,benthopelagic,243,140,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,15.327,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,1141,0.67,Carcharhinus signatus,longline,benthopelagic,280,300,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.667,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,1348,0.032,Galeocerdo cuvier,longline,benthopelagic,740,556,matrotrophic viviparity,ram,at-vessel mortality,,Galeocerdo,12.342,,,,,,
Carcharhinidae,,,,,this study,Sharks,17780,0.151,Prionace glauca,longline,pelagic,383.5,500,matrotrophic viviparity,ram,at-vessel mortality,,Prionace,8.6017,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Sphyrnidae,,,,,this study,Sharks,727,0.541,Sphyrna lewini,longline,pelagic,430,521.5,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,14.608,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Hexanchidae,,,,,this study,Sharks,8,0,Hexanchus griseus,longline,bathydemersal,550,1245,matrotrophic viviparity,ram,at-vessel mortality,,Hexanchus,7.4946,,,,,,
Hexanchidae,,,,,this study,Sharks,14,0.071,Hexanchus nakamurai,longline,bathydemersal,177.8,351,matrotrophic viviparity,ram,at-vessel mortality,,Hexanchus,10.609,,,,,,
Centrophoridae,,,,,this study,Sharks,51,0.294,Centrophorus sp,longline,bathydemersal,,,lecithotrophic viviparity,stationary,at-vessel mortality,,Centrophorus,10.49903846153846,,,,,,
Somniosidae,,,,,this study,Sharks,5,0.8,Centroscymnus owstonii,longline,bathydemersal,120,804.5,lecithotrophic viviparity,stationary,at-vessel mortality,,Centroscymnus,5.3314,Squalimorphs,Squaliformes,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,S4
Squalidae,,,,,this study,Sharks,55,0.091,Squalus cubensis,longline,demersal,110,370.5,lecithotrophic viviparity,stationary,at-vessel mortality,,Squalus,7.737926666666667,Squalimorphs,Squaliformes,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,S4
Scyliorhinidae,,,,,this study,Sharks,3,0.667,Galeus springeri,longline,bathypelagic,53,640.5,lecithotrophic oviparity,stationary,at-vessel mortality,,Galeus,6.9078333333333335,,,,,,
Triakidae,,,,,this study,Sharks,1,0,Pseudotriakis microdon,longline,pelagic,296,1265,lecithotrophic viviparity,ram,at-vessel mortality,,Pseudotriakis,5.5776,,,,,,
Triakidae,,,,,this study,Sharks,7,0,Mustelus canis,longline,demersal,155,404,lecithotrophic viviparity,ram,at-vessel mortality,,Mustelus,8.0434,,,,,,
Orectolobidae,,,,,this study,Sharks,3,0,Orectolobus halei,longline,demersal,256,97.5,lecithotrophic oviparity,stationary,at-vessel mortality,,Orectolobus,5.5714,,,,,,
Orectolobidae,,,,,this study,Sharks,10,0,Orectolobus maculatus,longline,reef-associated,170,124,lecithotrophic oviparity,stationary,at-vessel mortality,,Orectolobus,6.4555,,,,,,
Orectolobidae,,,,,this study,Sharks,5,0,Orectolobus ornatus,longline,reef-associated,110,52.5,lecithotrophic oviparity,stationary,at-vessel mortality,,Orectolobus,5.6825,,,,,,
Lamnidae,,,,,this study,Sharks,12,0,Carcharias taurus,longline,reef-associated,325,116,matrotrophic viviparity,ram,at-vessel mortality,,Carcharias,9.0956,,,,,,
Triakidae,,,,,this study,Sharks,22,0.225,Mustelus antarcticus,longline,demersal,185.2,175.5,lecithotrophic viviparity,ram,at-vessel mortality,,Mustelus,16.442,,,,,,
Carcharhinidae,,,,,this study,Sharks,6,0.667,Carcharhinus brachyurus,longline,reef-associated,322,73,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,6.2708,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,50,0.956,Carcharhinus brevipinna,longline,reef-associated,304,100,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.685,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,1,0,Carcharhinus leucas,longline,reef-associated,366,82.5,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,6.6321,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,113,0.907,Carcharhinus limbatus,longline,reef-associated,286,70,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.7253,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,74,0.664,Carcharhinus obscurus,longline,reef-associated,420,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.0963,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,160,0.528,Carcharhinus plumbeus,longline,benthopelagic,243,140,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,15.327,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,123,0.054,Galeocerdo cuvier,longline,benthopelagic,740,556,matrotrophic viviparity,ram,at-vessel mortality,,Galeocerdo,12.342,,,,,,
Sphyrnidae,,,,,this study,Sharks,52,0.888,Sphyrna lewini,longline,pelagic,430,521.5,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,14.608,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Sphyrnidae,,,,,this study,Sharks,2,1,Sphyrna zygaena,longline,pelagic,400,100,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,10.906,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Sphyrnidae,,,,,this study,Sharks,11,1,Sphyrna mokarran,longline,pelagic,610,150,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,7.3981,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Rhinidae,,,,,this study,Batoids,8,0.125,Rhynchobatus australiae,longline,demersal,300,30,lecithotrophic viviparity,stationary,at-vessel mortality,,Rhynchobatus,113.03,,,,,,
Rhinobatidae,,,,,this study,Batoids,2,0,Aptychotrema rostrata,longline,demersal,120,110,lecithotrophic viviparity,stationary,at-vessel mortality,,Aptychotrema,5.9094,Batoidea,Rhinopristiformes,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,S8
Dasyatidae,,,,,this study,Batoids,18,0,Bathytoshia brevicaudata,longline,demersal,210,242.5,matrotrophic viviparity,stationary,at-vessel mortality,,Bathytoshia,10.153,,,,,,
Ginglymostomatidae,,,,,this study,Sharks,311,0.003,Ginglymostoma cirratum,longline,reef-associated,308,65,lecithotrophic viviparity,ram,at-vessel mortality,,Ginglymostoma,3.1785,Galeomorphs,Orectolobiformes,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,S4
Lamnidae,,,,,this study,Sharks,13,0,Carcharias taurus,longline,reef-associated,325,116,matrotrophic viviparity,ram,at-vessel mortality,,Carcharias,9.0956,,,,,,
Carcharhinidae,,,,,this study,Sharks,110,0.664,Carcharhinus acronotus,longline,reef-associated,164,51.5,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,8.3419,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,32,0.813,Carcharhinus brevipinna,longline,reef-associated,304,100,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.685,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,35,0.571,Carcharhinus falciformis,longline,reef-associated,350,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.089,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,122,0.025,Carcharhinus leucas,longline,reef-associated,366,82.5,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,6.6321,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,902,0.708,Carcharhinus limbatus,longline,reef-associated,286,70,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.7253,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,104,0.702,Carcharhinus obscurus,longline,reef-associated,420,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.0963,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,933,0.169,Carcharhinus plumbeus,longline,benthopelagic,243,140,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,15.327,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,270,0.089,Galeocerdo cuvier,longline,benthopelagic,740,556,matrotrophic viviparity,ram,at-vessel mortality,,Galeocerdo,12.342,,,,,,
Carcharhinidae,,,,,this study,Sharks,24,0.042,Negaprion brevirostris,longline,reef-associated,368,60,matrotrophic viviparity,ram,at-vessel mortality,,Negaprion,7.4039,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,902,0.894,Rhizoprionodon terraenovae,longline,demersal,113,140,matrotrophic viviparity,ram,at-vessel mortality,,Rhizoprionodon,6.7403,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Sphyrnidae,,,,,this study,Sharks,175,0.629,Sphyrna lewini,longline,pelagic,430,521.5,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,14.608,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Sphyrnidae,,,,,this study,Sharks,75,0.56,Sphyrna mokarran,longline,pelagic,610,150,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,7.3981,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Rhincodontidae,,,,,this study,Sharks,38,0.026,Rhincodon typus,purse seine,pelagic,1700,964,lecithotrophic viviparity,ram,at-vessel mortality,,Rhincodon,7.7945,Galeomorphs,Orectolobiformes,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,S4
Rhincodontidae,,,,,this study,Sharks,107,0.009,Rhincodon typus,purse seine,pelagic,1700,964,lecithotrophic viviparity,ram,at-vessel mortality,,Rhincodon,7.7945,Galeomorphs,Orectolobiformes,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,S4
Sphyrnidae,,,,,this study,Sharks,393,0.958,Sphyrna mokarran,longline,pelagic,610,150,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,7.3981,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Sphyrnidae,,,,,this study,Sharks,832,0.92,Sphyrna lewini,longline,pelagic,430,521.5,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,14.608,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,486,0.885,Carcharhinus falciformis,longline,reef-associated,350,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.089,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,5026,0.861,Carcharhinus limbatus,longline,reef-associated,286,70,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.7253,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,1651,0.75,Carcharhinus obscurus,longline,reef-associated,420,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.0963,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,2367,0.7,Carcharhinus acronotus,longline,reef-associated,164,51.5,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,8.3419,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,14860,0.6,Rhizoprionodon terraenovae,longline,demersal,113,140,matrotrophic viviparity,ram,at-vessel mortality,,Rhizoprionodon,6.7403,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,19788,0.334,Carcharhinus plumbeus,longline,benthopelagic,243,140,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,15.327,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,679,0.301,Carcharhinus leucas,longline,reef-associated,366,82.5,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,6.6321,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,374,0.079,Negaprion brevirostris,longline,reef-associated,368,60,matrotrophic viviparity,ram,at-vessel mortality,,Negaprion,7.4039,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,5607,0.067,Galeocerdo cuvier,longline,benthopelagic,740,556,matrotrophic viviparity,ram,at-vessel mortality,,Galeocerdo,12.342,,,,,,
Ginglymostomatidae,,,,,this study,Sharks,1155,0,Ginglymostoma cirratum,longline,reef-associated,308,65,lecithotrophic viviparity,ram,at-vessel mortality,,Ginglymostoma,3.1785,Galeomorphs,Orectolobiformes,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,569,0.35,Carcharhinus plumbeus,longline,benthopelagic,243,140,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,15.327,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,249,0.8,Carcharhinus obscurus,longline,reef-associated,420,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.0963,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,174,0.95,Carcharhinus brevipinna,longline,reef-associated,304,100,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.685,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,104,0.75,Carcharhinus limbatus,longline,reef-associated,286,70,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.7253,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,97,0,Galeocerdo cuvier,longline,benthopelagic,740,556,matrotrophic viviparity,ram,at-vessel mortality,,Galeocerdo,12.342,,,,,,
Sphyrnidae,,,,,this study,Sharks,71,1,Sphyrna zygaena,longline,pelagic,400,100,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,10.906,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Sphyrnidae,,,,,this study,Sharks,53,0.8,Sphyrna lewini,longline,pelagic,430,521.5,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,14.608,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,23,0.7,Carcharhinus brachyurus,longline,reef-associated,322,73,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,6.2708,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Alopiidae,,,,,this study,Sharks,137,0.416,Alopias superciliosus,longline,pelagic,484,361.5,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,11.023,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,416,0.435,Carcharhinus longimanus,longline,pelagic,350,541,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,9.5821,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,90,0.411,Carcharhinus falciformis,longline,reef-associated,350,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.089,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Sphyrnidae,,,,,this study,Sharks,84,0.69,Sphyrna zygaena,longline,pelagic,400,100,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,10.906,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Lamnidae,,,,,this study,Sharks,100,0.22,Isurus oxyrinchus,longline,pelagic,445,375,matrotrophic viviparity,ram,at-vessel mortality,,Isurus,13.922,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Lamnidae,,,,,this study,Sharks,104,0.163,Isurus paucus,longline,pelagic,427,876,matrotrophic viviparity,ram,at-vessel mortality,,Isurus,10.319,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Lamnidae,,,,,this study,Sharks,13,1,Lamna nasus,handline,pelagic,365,904.5,matrotrophic viviparity,ram,post-release survival,,Lamna,6.2338,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,23,0,Negaprion acutidens,longline,reef-associated,310,45,matrotrophic viviparity,ram,at-vessel mortality,,Negaprion,4.7028,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,23,0,Carcharhinus amboinensis,longline,reef-associated,280,50,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,9.92492714025501,,,,,,
Rhinidae,,,,,this study,Batoids,15,0,Rhynchobatus australiae,longline,demersal,300,30,lecithotrophic viviparity,stationary,at-vessel mortality,,Rhynchobatus,113.03,,,,,,
Stegostomatidae,,,,,this study,Sharks,8,0,Stegostoma tigrinum,longline,reef-associated,250,45,lecithotrophic viviparity,stationary,at-vessel mortality,,Stegostoma,22.777,,,,,,
Orectolobidae,,,,,this study,Sharks,2,0,Orectolobus ornatus,longline,reef-associated,110,52.5,lecithotrophic viviparity,stationary,at-vessel mortality,,Orectolobus,5.6825,Galeomorphs,Orectolobiformes,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,S4
Squalidae,,,,,this study,Sharks,1,0,Squalus sp,longline,,,,lecithotrophic viviparity,stationary,at-vessel mortality,,Squalus,7.737926666666667,,,,,,
Ginglymostomatidae,,,,,this study,Sharks,1,0,Nebrius ferrugineus,longline,reef-associated,320,35,lecithotrophic viviparity,stationary,at-vessel mortality,,Nebrius,47.669,,,,,,
Orectolobidae,,,,,this study,Sharks,1,0,Orectolobus sp,longline,,,,lecithotrophic viviparity,stationary,at-vessel mortality,,Orectolobus,5.913222222222222,,,,,,
Carcharhinidae,,,,,this study,Sharks,115,0.009,Galeocerdo cuvier,longline,benthopelagic,740,556,matrotrophic viviparity,ram,at-vessel mortality,,Galeocerdo,12.342,,,,,,
Carcharhinidae,,,,,this study,Sharks,76,0.013,Carcharhinus obscurus,longline,reef-associated,420,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.0963,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,863,0.05,Carcharhinus plumbeus,longline,benthopelagic,243,140,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,15.327,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Sphyrnidae,,,,,this study,Sharks,13,0.308,Sphyrna mokarran,longline,pelagic,610,150,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,7.3981,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Triakidae,,,,,this study,Sharks,16,0.375,Mustelus antarcticus,longline,demersal,185.2,178,lecithotrophic viviparity,ram,at-vessel mortality,,Mustelus,16.442,,,,,,
Carcharhinidae,,,,,this study,Sharks,13,0.385,Carcharhinus albimarginatus,longline,reef-associated,300,400,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,3.5185,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,2,0.5,Carcharhinus amblyrhynchos,longline,reef-associated,265,137.5,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,6.8746,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,19,0.526,Carcharhinus limbatus/tilstoni,longline,reef-associated,286,70,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,9.92492714025501,,,,,,
Sphyrnidae,,,,,this study,Sharks,28,0.714,Sphyrna lewini,longline,pelagic,430,521.5,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,14.608,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,15,0.8,Loxodon macrorhinus,longline,demersal,99,63.5,lecithotrophic viviparity,ram,at-vessel mortality,,Loxodon,11.559,,,,,,
Carcharhinidae,,,,,this study,Sharks,114,0.851,Carcharhinus sorrah,longline,reef-associated,166,70,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,5.01,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,98,0.867,Rhizoprionodon acutus,longline,demersal,178,100.5,matrotrophic viviparity,ram,at-vessel mortality,,Rhizoprionodon,6.0408,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,16,0.938,Carcharhinus brevipinna,longline,reef-associated,304,100,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.685,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,1,1,Carcharhinus dussumieri,longline,reef-associated,100.7,50,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,9.6066,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,11,0.455,Carcharhinus limbatus,handline,reef-associated,286,70,matrotrophic viviparity,ram,post-release mortality,,Carcharhinus,7.7253,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,14,0,Carcharhinus leucas,handline,reef-associated,366,82.5,matrotrophic viviparity,ram,post-release mortality,,Carcharhinus,6.6321,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,6,0,Galeocerdo cuvier,handline,benthopelagic,740,556,matrotrophic viviparity,ram,post-release mortality,,Galeocerdo,12.342,,,,,,
Carcharhinidae,,,,,this study,Sharks,63,0.301,Carcharhinus acronotus,pole and line,reef-associated,164,51.5,matrotrophic viviparity,ram,post-release mortality,,Carcharhinus,8.3419,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Rajidae,,,,,this study,Batoids,251,0.143,Leucoraja erinacea,trawl,demersal,62,462,lecithotrophic oviparity,stationary,post-release mortality,,Leucoraja,7.6934,Batoidea,Rajiformes,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,S8
Rajidae,,,,,this study,Batoids,58,0.586,Malacoraja senta,trawl,bathydemersal,71,730.5,lecithotrophic oviparity,stationary,post-release mortality,,Malacoraja,6.5338,,,,,,
