scientific_name,common_name.x,family,lifestage,gear_class,gear_type,fishery_type,target_fishery_species,target_fishery_common,flagstate,ocean,ocean_region,rfmo,location,habitat,estimate_type,estimate,sample_size,method,start_year,end_year,time_scale,ventilation_method,max_size_cm,measure,growth_rate_r,median_depth,geographic_range,reproductive_mode,median_temp,habitat_associated,reference,notes,reviewer,stock_code,spec_code,species_ref_no,fam_code,genus.x,species.x,f_bname.x,genus.y,species.y,f_bname.y,common_name.y
Carcharhinus obscurus,dusky shark,Carcharhinidae,,trawl,otter trawl,research,Peneaus indicus,white prawn,,Indian,SW,,South Africa,coastal,at-vessel mortality,0.125,8,visual,1989,1992,annual,ram,420,total_length,,250,,placental viviparity,26,reef-associated,Fennessy 1994,,LF,894,878,244,11,Carcharhinus,obscurus,Dusky shark,Carcharhinus,obscurus,Dusky shark,dusky shark
Carcharhinus plumbeus,sandbar shark,Carcharhinidae,,trawl,otter trawl,research,Peneaus indicus,white prawn,,Indian,SW,,South Africa,coastal,at-vessel mortality,0.33,6,visual,1989,1992,annual,ram,243,total_length,,140,,placental viviparity,27,benthopelagic,Fennessy 1994,,LF,896,880,244,11,Carcharhinus,plumbeus,Sandbar shark,Carcharhinus,plumbeus,Sandbar shark,sandbar shark
Halaelurus lineatus,lined catshark,Scyliorhinidae,,trawl,otter trawl,research,Peneaus indicus,white prawn,,Indian,SW,,South Africa,coastal,at-vessel mortality,0.192,47,visual,1989,1992,annual,stationary,56,disk_width,,145,,oviparous,,demersal,Fennessy 1994,,LF,,,,,Halaelurus,lineatus,Lined catshark,Halaelurus,lineatus,Lined catshark,lined catshark
Acroteriobatus leucospilus,greyspot guitarfish,Rhinobatidae,,trawl,otter trawl,research,Peneaus indicus,white prawn,,Indian,SW,,South Africa,coastal,at-vessel mortality,0.526,19,visual,1989,1992,annual,stationary,120,disk_width,,50,,yolk-sac viviparity,,demersal,Fennessy 1994,,LF,,,,,,,,Acroteriobatus,leucospilus,Grayspottted guitarfish,grayspottted guitarfish
Rhynchobatus djiddensis,whitespotted wedgefish,Rhinidae,,trawl,otter trawl,research,Peneaus indicus,white prawn,,Indian,SW,,South Africa,coastal,at-vessel mortality,0.182,11,visual,1989,1992,annual,stationary,310,total_length,,38,,yolk-sac viviparity,27,reef-associated,Fennessy 1994,,LF,5792,5503,3919,713,,,,Rhynchobatus,djiddensis,Giant guitarfish,giant guitarfish
Acroteriobatus annulatus,lesser guitarfish,Rhinobatidae,,trawl,otter trawl,research,Peneaus indicus,white prawn,,Indian,SW,,South Africa,coastal,at-vessel mortality,0.111,9,visual,1989,1992,annual,stationary,140,total_length,,36.5,,yolk-sac viviparity,,demersal,Fennessy 1994,,LF,,,,,,,,Acroteriobatus,annulatus,Lesser sandshark,lesser sandshark
Aetomylaeus bovinus,duckbill eagle ray,Myliobatidae,,trawl,otter trawl,research,Peneaus indicus,white prawn,,Indian,SW,,South Africa,coastal,at-vessel mortality,0.25,4,visual,1989,1992,annual,stationary,222,disk_width,,50,,histotrophy,,benthopelagic,Fennessy 1994,,LF,,,,,,,,Aetomylaeus,bovinus,Bull ray,bull ray
Myliobatis aquila,common eagle ray,Myliobatidae,,trawl,otter trawl,research,Peneaus indicus,white prawn,,Indian,SW,,South Africa,coastal,at-vessel mortality,0.5,4,visual,1989,1992,annual,stationary,150,disk_width,,30,,histotrophy,26,benthopelagic,Fennessy 1994,,LF,4518,4330,4440,22,Myliobatis,aquila,Common eagle ray,Myliobatis,aquila,Common eagle ray,common eagle ray
Aetobatus narinari,whispotted eagle ray,Aetobatidae,,trawl,otter trawl,research,Peneaus indicus,white prawn,,Indian,SW,,South Africa,coastal,at-vessel mortality,0,3,visual,1989,1992,annual,stationary,226,disk_width,,30,,histotrophy,,benthopelagic,Fennessy 1994,,LF,,,,,,,,Aetobatus,narinari,Whitespotted eagle ray,whitespotted eagle ray
Squatina africana,african angelshark,Squatinidae,,trawl,otter trawl,research,Peneaus indicus,white prawn,,Indian,SW,,South Africa,coastal,at-vessel mortality,0.6,10,visual,1989,1992,annual,stationary,122,total_length,,300,,yolk-sac viviparity,,demersal,Fennessy 1994,,LF,,,,,Squatina,africana,African angelshark,Squatina,africana,African angelshark,african angelshark
Torpedo sinuspersici,gulf torpedo,Torpedinidae,,trawl,otter trawl,research,Peneaus indicus,white prawn,,Indian,SW,,South Africa,coastal,at-vessel mortality,0.4,5,visual,1989,1992,annual,stationary,130,total_length,,101,,yolk-sac viviparity,,reef-associated,Fennessy 1994,,LF,,,,,,,,Torpedo,sinuspersici,Variable torpedo ray,variable torpedo ray
Carcharhinus dussumieri,whitecheek shark,Carcharhinidae,,trawl,bottom trawl,multispecies,"Fenneropenaeus merguiensis, Metapenaeus endeavouri, Metapenaeus ensis, Penaeus indicus, Penaeus merguiensis, Penaeus esculentus, Penaeus semisulcatus","blue endeavor prawn, brown tiger prawn, grooved tiger prawn, red endeavor prawn, redleg banana prawn, white banana prawn",Australia,,,,Northern Australia,coastal,at-vessel mortality,0.52,321,visual,1996,1998,sporadic,ram,100.7,total_length,,50,,placental viviparity,,reef-associated,Stobutzki et al 2002,,LF,,,,,Carcharhinus,dussumieri,Whitecheek shark,Carcharhinus,dussumieri,Whitecheek shark,whitecheek shark
Carcharhinus sorrah,spottail shark,Carcharhinidae,,trawl,bottom trawl,multispecies,"Fenneropenaeus merguiensis, Metapenaeus endeavouri, Metapenaeus ensis, Penaeus indicus, Penaeus merguiensis, Penaeus esculentus, Penaeus semisulcatus","blue endeavor prawn, brown tiger prawn, grooved tiger prawn, red endeavor prawn, redleg banana prawn, white banana prawn",Australia,,,,Northern Australia,coastal,at-vessel mortality,0.65,23,visual,1996,1998,sporadic,ram,166,total_length,,70,,placental viviparity,28,reef-associated,Stobutzki et al 2002,,LF,900,884,244,11,,,,Carcharhinus,sorrah,Spot-tail shark,spot-tail shark
Carcharhinus tilstoni,australian blacktip shark,Carcharhinidae,,trawl,bottom trawl,multispecies,"Fenneropenaeus merguiensis, Metapenaeus endeavouri, Metapenaeus ensis, Penaeus indicus, Penaeus merguiensis, Penaeus esculentus, Penaeus semisulcatus","blue endeavor prawn, brown tiger prawn, grooved tiger prawn, red endeavor prawn, redleg banana prawn, white banana prawn",Australia,,,,Northern Australia,coastal,at-vessel mortality,0.82,73,visual,1996,1998,sporadic,ram,200,total_length,,75,,placental viviparity,,pelagic-neritic,Stobutzki et al 2002,,LF,,,,,Carcharhinus,tilstoni,Australian blacktip shark,Carcharhinus,tilstoni,Australian blacktip shark,australian blacktip shark
Rhizoprionodon acutus,milk shark,Carcharhinidae,,trawl,bottom trawl,multispecies,"Fenneropenaeus merguiensis, Metapenaeus endeavouri, Metapenaeus ensis, Penaeus indicus, Penaeus merguiensis, Penaeus esculentus, Penaeus semisulcatus","blue endeavor prawn, brown tiger prawn, grooved tiger prawn, red endeavor prawn, redleg banana prawn, white banana prawn",Australia,,,,Northern Australia,coastal,at-vessel mortality,0.82,116,visual,1996,1998,sporadic,ram,178,total_length,,100.5,,placental viviparity,,demersal,Stobutzki et al 2002,,LF,,,,,Rhizoprionodon,acutus,Milk shark,Rhizoprionodon,acutus,Milk shark,milk shark
Chaenogaleus macrostoma,hooktooth shark,Hemigaleidae,,trawl,bottom trawl,multispecies,"Fenneropenaeus merguiensis, Metapenaeus endeavouri, Metapenaeus ensis, Penaeus indicus, Penaeus merguiensis, Penaeus esculentus, Penaeus semisulcatus","blue endeavor prawn, brown tiger prawn, grooved tiger prawn, red endeavor prawn, redleg banana prawn, white banana prawn",Australia,,,,Northern Australia,coastal,at-vessel mortality,0.62,68,visual,1996,1998,sporadic,stationary,125,total_length,,80,,placental viviparity,,demersal,Stobutzki et al 2002,,LF,,,,,Chaenogaleus,macrostoma,Hooktooth shark,Chaenogaleus,macrostoma,Hooktooth shark,hooktooth shark
Rhynchobatus djiddensis,whitespotted wedgefish,Rhinidae,,trawl,bottom trawl,multispecies,"Fenneropenaeus merguiensis, Metapenaeus endeavouri, Metapenaeus ensis, Penaeus indicus, Penaeus merguiensis, Penaeus esculentus, Penaeus semisulcatus","blue endeavor prawn, brown tiger prawn, grooved tiger prawn, red endeavor prawn, redleg banana prawn, white banana prawn",Australia,,,,Northern Australia,coastal,at-vessel mortality,0.1,59,visual,1996,1998,sporadic,stationary,310,total_length,,38,,yolk-sac viviparity,27,reef-associated,Stobutzki et al 2002,,LF,5792,5503,3919,713,,,,Rhynchobatus,djiddensis,Giant guitarfish,giant guitarfish
Neotrygon leylandi,painted maskray,Dasyatidae,,trawl,bottom trawl,multispecies,"Fenneropenaeus merguiensis, Metapenaeus endeavouri, Metapenaeus ensis, Penaeus indicus, Penaeus merguiensis, Penaeus esculentus, Penaeus semisulcatus","blue endeavor prawn, brown tiger prawn, grooved tiger prawn, red endeavor prawn, redleg banana prawn, white banana prawn",Australia,,,,Northern Australia,coastal,at-vessel mortality,0.59,41,visual,1996,1998,sporadic,stationary,270,disk_width,,47.5,,histotrophy,,demersal,Stobutzki et al 2002,,LF,,,,,Neotrygon,leylandi,Painted maskray,Neotrygon,leylandi,Painted maskray,painted maskray
Himantura toshi,brown whipray,Dasyatidae,,trawl,bottom trawl,multispecies,"Fenneropenaeus merguiensis, Metapenaeus endeavouri, Metapenaeus ensis, Penaeus indicus, Penaeus merguiensis, Penaeus esculentus, Penaeus semisulcatus","blue endeavor prawn, brown tiger prawn, grooved tiger prawn, red endeavor prawn, redleg banana prawn, white banana prawn",Australia,,,,Northern Australia,coastal,at-vessel mortality,0.53,58,visual,1996,1998,sporadic,stationary,74,disk_width,,70,,histotrophy,,demersal,Stobutzki et al 2002,,LF,,,,,,,,,,,
Gymnura natalensis,diamond ray,Gymnuridae,,trawl,bottom trawl,multispecies,"Fenneropenaeus merguiensis, Metapenaeus endeavouri, Metapenaeus ensis, Penaeus indicus, Penaeus merguiensis, Penaeus esculentus, Penaeus semisulcatus","blue endeavor prawn, brown tiger prawn, grooved tiger prawn, red endeavor prawn, redleg banana prawn, white banana prawn",Australia,,,,Northern Australia,pelagic,at-vessel mortality,0.34,41,visual,1996,1998,sporadic,stationary,250,disk_width,,37.5,,placental viviparity,,demersal,Stobutzki et al 2002,,LF,,,,,,,,Gymnura,natalensis,Butterfly ray,butterfly ray
sharks,,,,trawl,midwater trawl,multispecies,"Epinephelus multinotatus, Lutjanus spp, Lethrinus spp","emperor, rankin cod, snapper",Australia,,,,Northern Australia,coastal,at-vessel mortality,0.91,66,visual,2008,2009,sporadic,ram,,,,,,,,,Jaiteh et al 2014,,LF,,,,,,,,,,,
rays,,,,trawl,midwater trawl,multispecies,"Epinephelus multinotatus, Lutjanus spp, Lethrinus spp","emperor, rankin cod, snapper",Australia,,,,Northern Australia,coastal,at-vessel mortality,0.66,53,visual,2008,2009,sporadic,stationary,,,,,,,,,Jaiteh et al 2014,,LF,,,,,,,,,,,
Dasyatis sp,stingray,Dasyatidae,,gillnet,,multispecies,,"mugilids, monocanthids, platycephalids, sparids",,Pacific,SW,,Australia,coastal,at-vessel mortality,0.072,112,visual,1999,1999,month,stationary,,,,,,histotrophy,,,Gray 2002,,LF,,,,,,,,,,,
Squalus acanthias,spiny dogfish shark,Squalidae,,gillnet,,research,,,,Atlantic,NW,,North Carolina,coastal,at-vessel mortality,0.175,2284,visual,2004,2004,month,stationary,200,total_length,,989,,yolk-sac viviparity,16,benthopelagic,Rulifson 2007,,LF,153,139,85328,13,,,,Squalus,acanthias,Picked dogfish,picked dogfish
Squalus acanthias,spiny dogfish shark,Squalidae,,gillnet,,research,,,,Atlantic,NW,,North Carolina,coastal,post-release mortality,0.75,480,captivity after fishing,2004,2004,month,stationary,200,total_length,,989,,yolk-sac viviparity,16,benthopelagic,Rulifson 2007,Averaged from the percent of individuals kept in sea cages that died,LF,153,139,85328,13,,,,Squalus,acanthias,Picked dogfish,picked dogfish
Carcharhinus plumbeus,sandbar shark,Carcharhinidae,,longline,circle hooks,research,,,,Atlantic,NW,,Florida,coastal,at-vessel mortality,0.005,185,visual,2013,2017,sporadic,ram,243,total_length,,140,,placental viviparity,27,benthopelagic,Whitney et al 2021,Tagged with acceleration data loggers; combined with blood chemistry to try and predict post-release fate from blood stress physiology,SO,896,880,244,11,Carcharhinus,plumbeus,Sandbar shark,Carcharhinus,plumbeus,Sandbar shark,sandbar shark
Carcharhinus plumbeus,sandbar shark,Carcharhinidae,,longline,circle hooks,research,,,,Atlantic,NW,,Florida,coastal,post-release mortality,0.031,130,acceleration data loggers,2013,2017,sporadic,ram,243,total_length,,140,,placental viviparity,27,benthopelagic,Whitney et al 2021,Tagged with acceleration data loggers; combined with blood chemistry to try and predict post-release fate from blood stress physiology,SO,896,880,244,11,Carcharhinus,plumbeus,Sandbar shark,Carcharhinus,plumbeus,Sandbar shark,sandbar shark
Carcharhinus limbatus,blacktip shark,Carcharhinidae,,longline,circle hooks,research,,,,Atlantic,NW,,Florida,coastal,at-vessel mortality,0.35,292,visual,2013,2017,sporadic,ram,286,total_length,,70,,placental viviparity,27,reef-associated,Whitney et al 2021,Tagged with acceleration data loggers; combined with blood chemistry to try and predict post-release fate from blood stress physiology,SO,890,874,244,11,Carcharhinus,limbatus,Blacktip shark,Carcharhinus,limbatus,Blacktip shark,blacktip shark
Carcharhinus limbatus,blacktip shark,Carcharhinidae,,longline,circle hooks,research,,,,Atlantic,NW,,Florida,coastal,post-release mortality,0.419,105,acceleration data loggers,2013,2017,sporadic,ram,286,total_length,,70,,placental viviparity,27,reef-associated,Whitney et al 2021,Tagged with acceleration data loggers; combined with blood chemistry to try and predict post-release fate from blood stress physiology,SO,890,874,244,11,Carcharhinus,limbatus,Blacktip shark,Carcharhinus,limbatus,Blacktip shark,blacktip shark
Galeocerdo cuvier,tiger shark,Carcharhinidae,,longline,circle hooks,research,,,,Atlantic,NW,,Florida,coastal,at-vessel mortality,0,126,visual,2013,2017,sporadic,ram,740,total_length,,556,,placental viviparity,26,benthopelagic,Whitney et al 2021,Tagged with acceleration data loggers; combined with blood chemistry to try and predict post-release fate from blood stress physiology,SO,902,886,244,791,Galeocerdo,cuvier,Tiger shark,Galeocerdo,cuvier,Tiger shark,tiger shark
Galeocerdo cuvier,tiger shark,Carcharhinidae,,longline,circle hooks,research,,,,Atlantic,NW,,Florida,coastal,post-release mortality,0.019,52,acceleration data loggers,2013,2017,sporadic,ram,740,total_length,,556,,placental viviparity,26,benthopelagic,Whitney et al 2021,Tagged with acceleration data loggers; combined with blood chemistry to try and predict post-release fate from blood stress physiology,SO,902,886,244,791,Galeocerdo,cuvier,Tiger shark,Galeocerdo,cuvier,Tiger shark,tiger shark
Carcharhinus leucas,bull shark,Carcharhinidae,,longline,circle hooks,research,,,,Atlantic,NW,,Florida,coastal,at-vessel mortality,0,36,visual,2013,2017,sporadic,ram,366,total_length,,82.5,,placental viviparity,,reef-associated,Whitney et al 2021,Tagged with acceleration data loggers; combined with blood chemistry to try and predict post-release fate from blood stress physiology,SO,,,,,Carcharhinus,leucas,Bull shark,Carcharhinus,leucas,Bull shark,bull shark
Carcharhinus leucas,bull shark,Carcharhinidae,,longline,circle hooks,research,,,,Atlantic,NW,,Florida,coastal,post-release mortality,0.071,14,acceleration data loggers,2013,2017,sporadic,ram,366,total_length,,82.5,,placental viviparity,,reef-associated,Whitney et al 2021,Tagged with acceleration data loggers; combined with blood chemistry to try and predict post-release fate from blood stress physiology,SO,,,,,Carcharhinus,leucas,Bull shark,Carcharhinus,leucas,Bull shark,bull shark
Carcharhinus brevipinna,spinner shark,Carcharhinidae,,longline,circle hooks,research,,,,Atlantic,NW,,Florida,coastal,at-vessel mortality,0.618,55,visual,2013,2017,sporadic,ram,304,total_length,,100,,placental viviparity,,reef-associated,Whitney et al 2021,Tagged with acceleration data loggers; combined with blood chemistry to try and predict post-release fate from blood stress physiology,SO,,,,,Carcharhinus,brevipinna,Spinner shark,Carcharhinus,brevipinna,Spinner shark,spinner shark
Carcharhinus brevipinna,spinner shark,Carcharhinidae,,longline,circle hooks,research,,,,Atlantic,NW,,Florida,coastal,post-release mortality,0.714,14,acceleration data loggers,2013,2017,sporadic,ram,304,total_length,,100,,placental viviparity,,reef-associated,Whitney et al 2021,Tagged with acceleration data loggers; combined with blood chemistry to try and predict post-release fate from blood stress physiology,SO,,,,,Carcharhinus,brevipinna,Spinner shark,Carcharhinus,brevipinna,Spinner shark,spinner shark
Ginglymostoma cirratum,nurse shark,Orectolobidae,,longline,circle hooks,research,,,,Atlantic,NW,,Florida,coastal,at-vessel mortality,0,213,visual,2013,2017,sporadic,ram,308,total_length,,65,,yolk-sac viviparity,27,reef-associated,Whitney et al 2021,Tagged with acceleration data loggers; combined with blood chemistry to try and predict post-release fate from blood stress physiology,SO,2728,2532,247,493,Ginglymostoma,cirratum,Nurse shark,Ginglymostoma,cirratum,Nurse shark,nurse shark
Negaprion brevirostris,lemon shark,Carcharhinidae,,longline,circle hooks,research,,,,Atlantic,NW,,Florida,coastal,at-vessel mortality,0,6,visual,2013,2017,sporadic,ram,368,total_length,,60,,placental viviparity,27,reef-associated,Whitney et al 2021,Tagged with acceleration data loggers; combined with blood chemistry to try and predict post-release fate from blood stress physiology,SO,913,897,244,11,Negaprion,brevirostris,Lemon shark,Negaprion,brevirostris,Lemon shark,lemon shark
Rhizoprionodon terraenovae,atlantic sharpnose shark,Carcharhinidae,,longline,circle hooks,research,,,,Atlantic,NW,,Florida,coastal,at-vessel mortality,0.674,46,visual,2013,2017,sporadic,ram,113,total_length,,140,,placental viviparity,,demersal,Whitney et al 2021,Tagged with acceleration data loggers; combined with blood chemistry to try and predict post-release fate from blood stress physiology,SO,,,,,Rhizoprionodon,terraenovae,Atlantic sharpnose shark,Rhizoprionodon,terraenovae,Atlantic sharpnose shark,atlantic sharpnose shark
Raja clavata,thornback skate,Rajidae,,gillnet,,research,,,,Atlantic,NE,,England,coastal,at-vessel mortality,0.92,975,visual,2007,2007,month,stationary,130,total_length,,513.5,,oviparous,17,demersal,Ellis et al 2008,,LF,2254,2059,27314,19,,,,Raja,clavata,Thornback ray,thornback ray
Raja clavata,thornback skate,Rajidae,,longline,,research,,,,Atlantic,NE,,England,coastal,at-vessel mortality,0,817,visual,2007,2008,sporadic,stationary,130,total_length,,513.5,,oviparous,17,demersal,Ellis et al 2008,,LF,2254,2059,27314,19,,,,Raja,clavata,Thornback ray,thornback ray
Raja clavata,thornback skate,Rajidae,,trawl,,research,,,,Atlantic,NE,,England,coastal,at-vessel mortality,0.6,3822,visual,2007,2007,month,stationary,130,total_length,,513.5,,oviparous,17,demersal,Ellis et al 2008,,LF,2254,2059,27314,19,,,,Raja,clavata,Thornback ray,thornback ray
Leucoraja naevus,cyckoo ray,Rajidae,,trawl,otter trawl,research,,,,Atlantic,NE,,England,coastal,post-release mortality,0.77,6,captivity after fishing,2007,2007,sporadic,stationary,81,total_length,,456,,oviparous,20,demersal,Enever et al 2009,Specimens captured with different tow times,LF,4514,4326,27314,19,,,,Leucoraja,naevus,Cuckoo ray,cuckoo ray
